"location","source","target"
"app/templates/views/dashboard/_totals_annual.html:17","resets on April 1, ",""
"app/templates/views/dashboard/_totals_annual.html:25 app/templates/views/dashboard/_totals_daily.html:24 app/templates/views/dashboard/monthly.html:30","Text message parts",""
"app/templates/views/dashboard/_totals_annual.html:31","Visit usage report",""
"app/templates/views/dashboard/_totals_daily.html:13 app/templates/views/dashboard/_totals_daily.html:20 app/templates/views/dashboard/_totals_daily.html:24 app/templates/views/dashboard/_totals_daily.html:26","Daily usage",""
"app/templates/views/dashboard/_totals_daily.html:16","resets at {} Eastern Time",""
"app/templates/views/dashboard/_upcoming.html:10 app/templates/views/dashboard/dashboard.html:23","Scheduled sends",""
"app/templates/views/dashboard/_upcoming.html:12","You have no scheduled messages at the moment",""
"app/templates/views/dashboard/_upcoming.html:12","Use a template to send many messages at once.",""
"app/templates/views/dashboard/_upcoming.html:15","Details",""
"app/templates/views/dashboard/_upcoming.html:23","Starting",""
"app/templates/views/dashboard/_upcoming.html:29","Scheduled to send to {} recipients",""
"app/templates/views/dashboard/_upcoming.html:31","Scheduled to send to 1 recipient",""
"app/templates/views/dashboard/_upcoming.html:38 app/templates/views/dashboard/dashboard.html:47","See all bulk sends",""
"app/templates/views/dashboard/all-template-statistics.html:9 app/templates/views/dashboard/all-template-statistics.html:14 app/templates/views/dashboard/dashboard.html:34 app/templates/views/dashboard/template-statistics.html:7","Templates used",""
"app/templates/views/dashboard/all-template-statistics.html:30","No messages sent",""
"app/templates/views/dashboard/all-template-statistics.html:34 app/templates/views/dashboard/template-statistics.html:9","Messages sent",""
"app/templates/views/dashboard/all-template-statistics.html:63 app/templates/views/dashboard/monthly.html:132","Fiscal year ends 31 March.",""
"app/templates/views/dashboard/dashboard.html:38","See all templates used",""
"app/templates/views/dashboard/monthly.html:10 app/templates/views/dashboard/monthly.html:17","Usage report",""
"app/templates/views/dashboard/monthly.html:34","Annual limit overview",""
"app/templates/views/dashboard/monthly.html:36 app/templates/views/dashboard/monthly.html:45 app/templates/views/dashboard/monthly.html:48","Annual overview",""
"app/templates/views/dashboard/monthly.html:40","Fiscal year begins April 1, ",""
"app/templates/views/dashboard/monthly.html:40"," and ends March 31, ",""
"app/templates/views/dashboard/monthly.html:70","Month by month totals",""
"app/templates/views/dashboard/monthly.html:74","Total spend",""
"app/templates/views/dashboard/monthly.html:115","failure",""
"app/templates/views/dashboard/monthly.html:119","failures",""
"app/templates/views/dashboard/review-email-list.html:18","GC Notify’s email provider could suspend our services if we send too many problem emails. Check email addresses are correct. If necessary, confirm recipients’ email address using another contact method. Remove addresses you cannot correct.",""
"app/templates/views/dashboard/review-email-list.html:19","To learn how, read the guide <a href='{}'>Updating contact information.</a>",""
"app/templates/views/dashboard/review-email-list.html:26","Caution:",""
"app/templates/views/dashboard/review-email-list.html:28","Critical:",""
"app/templates/views/dashboard/review-email-list.html:36","of email addresses need review",""
"app/templates/views/dashboard/review-email-list.html:42","1 problem email over the past 24 hours",""
"app/templates/views/dashboard/review-email-list.html:44","{} problem emails over the past 24 hours",""
"app/templates/views/dashboard/review-email-list.html:54 app/templates/views/dashboard/review-email-list.html:80","{count} problems",""
"app/templates/views/dashboard/review-email-list.html:56 app/templates/views/dashboard/review-email-list.html:82","1 problem",""
"app/templates/views/dashboard/review-email-list.html:58 app/templates/views/dashboard/review-email-list.html:84","in ‘{}’",""
"app/templates/views/dashboard/review-email-list.html:65 app/templates/views/dashboard/review-email-list.html:91","using template ‘{}’",""
"app/templates/views/dashboard/review-email-list.html:72","More problem emails",""
"app/templates/views/dashboard/review-email-list.html:100","See all problem email addresses",""
"app/templates/views/dashboard/task-shortcuts.html:5","Visit Guidance on Getting started",""
"app/templates/views/dashboard/task-shortcuts.html:7","Start sending messages",""
"app/templates/views/dashboard/task-shortcuts.html:9","New to GC Notify?",""
"app/templates/views/dashboard/task-shortcuts.html:16","Edit and send a message you’ve already created. You can also share templates with your team. ",""
"app/templates/views/dashboard/task-shortcuts.html:18","Choose template",""
"app/templates/views/dashboard/task-shortcuts.html:25 app/templates/views/storybook/indicator.html:30","Start here to write a new message.",""
"app/templates/views/dashboard/task-shortcuts.html:34","Edit and customize sample messages to meet your needs.",""
"app/templates/views/dashboard/task-shortcuts.html:36","Explore our sample library",""
"app/templates/views/email-branding/branding-goc.html:10 app/templates/views/email-branding/branding-pool.html:10 app/templates/views/email-branding/branding-preview.html:9 app/templates/views/email-branding/branding-request-submitted.html:10 app/templates/views/email-branding/branding-request.html:11 app/templates/views/service-settings/branding/branding-settings.html:9 app/templates/views/service-settings/branding/manage-email-branding.html:9","Update logo",""
"app/templates/views/email-branding/branding-goc.html:16","Change your logo",""
"app/templates/views/email-branding/branding-goc.html:22","Use one logo consistently so recipients trust your messages. GC Notify offers Government of Canada logos by default. Recipients are more likely to trust these logos.",""
"app/templates/views/email-branding/branding-goc.html:23","Change the default language of email logo",""
"app/templates/views/email-branding/branding-pool.html:16","Select another logo",""
"app/templates/views/email-branding/branding-pool.html:23","There are no other logos yet",""
"app/templates/views/email-branding/branding-pool.html:23","To add another logo, make a request",""
"app/templates/views/email-branding/branding-pool.html:23 app/templates/views/email-branding/branding-pool.html:33 app/templates/views/email-branding/branding-request.html:17","Request a new logo",""
"app/templates/views/email-branding/branding-preview.html:15 app/templates/views/email-branding/branding-request.html:53 app/templates/views/service-settings/set-email-branding.html:20","Logo preview",""
"app/templates/views/email-branding/branding-preview.html:20 app/templates/views/service-settings/branding/branding-settings.html:20","This preview shows how your logo will appear to recipients",""
"app/templates/views/email-branding/branding-request-submitted.html:15","We’re reviewing your logo",""
"app/templates/views/email-branding/branding-request-submitted.html:18 app/templates/views/email-branding/branding-request.html:62","We’ll implement or request changes to your logo within 2 business days.",""
"app/templates/views/email-branding/branding-request-submitted.html:24","Try creating a template.",""
"app/templates/views/email-branding/branding-request-submitted.html:32","Explore other settings",""
"app/templates/views/email-branding/branding-request-submitted.html:34","Go to your settings",""
"app/templates/views/email-branding/branding-request.html:25","This will not show in messages. Choose a name that helps team members find the logo",""
"app/templates/views/email-branding/branding-request.html:27","Alternative text",""
"app/templates/views/email-branding/branding-request.html:27","Provide an accessible description of your logo",""
"app/templates/views/email-branding/branding-request.html:34","Your logo must be compatible with GC Notify. Check logo is:",""
"app/templates/views/email-branding/branding-request.html:37","In PNG image format",""
"app/templates/views/email-branding/branding-request.html:38","Exactly 108 pixels tall",""
"app/templates/views/email-branding/branding-request.html:39","Maximum 600 pixels wide",""
"app/templates/views/email-branding/branding-request.html:66","Submit request",""
"app/templates/views/email-branding/manage-branding.html:27","Logos should be PNG files, 108px high",""
"app/templates/views/email-branding/select-branding.html:21","New branding",""
"app/templates/views/find-ids/find-ids.html:23","Find records by UUID",""
"app/templates/views/find-ids/find-ids.html:62","No records found.",""
"app/templates/views/find-services/find-services-by-name.html:21","Find services by name, or by partial name",""
"app/templates/views/find-services/find-services-by-name.html:47","No services found.",""
"app/templates/views/find-users/find-users-by-email.html:21","Find users by email, or partial email",""
"app/templates/views/find-users/find-users-by-email.html:48","No users found.",""
"app/templates/views/find-users/user-information.html:5","User information for",""
"app/templates/views/find-users/user-information.html:28","No live services",""
"app/templates/views/find-users/user-information.html:44","No services in trial mode",""
"app/templates/views/find-users/user-information.html:48","Last sign-in",""
"app/templates/views/find-users/user-information.html:50","This person has never signed in",""
"app/templates/views/find-users/user-information.html:52","Last signed in",""
"app/templates/views/find-users/user-information.html:58","failed sign-in attempts",""
"app/templates/views/find-users/user-information.html:61 app/templates/views/platform-admin/_base_template.html:19","Admin tools",""
"app/templates/views/find-users/user-information.html:67","Archive user",""
"app/templates/views/find-users/user-information.html:73","Unblock user",""
"app/templates/views/find-users/user-information.html:79","Block user",""
"app/templates/views/find-users/user-information.html:85","Request a password reset for this user",""
"app/templates/views/find-users/user-information.html:90","Change auth type",""
"app/templates/views/find-users/user-information.html:97","Authentication type",""
"app/templates/views/find-users/user-information.html:115","Archive inactive user",""
"app/templates/views/find-users/user-information.html:121","No actions available for archived users",""
"app/templates/views/jobs/job.html:14 app/templates/views/jobs/job.html:84","Delivery report",""
"app/templates/views/jobs/job.html:37","Scheduled by",""
"app/templates/views/jobs/job.html:48","Scheduled for",""
"app/templates/views/jobs/job.html:66","Sending to",""
"app/templates/views/jobs/job.html:68","{} recipient(s)",""
"app/templates/views/jobs/job.html:104","GC Notify disposed of the information in this report on <time class='local-datetime-short'>{}</time>",""
"app/templates/views/jobs/job.html:105","After {} days, we keep only non-identifying statistics.",""
"app/templates/views/manage-users/confirm-edit-user-email.html:7 app/templates/views/manage-users/confirm-edit-user-email.html:13","Confirm change of email address",""
"app/templates/views/manage-users/confirm-edit-user-email.html:20","New email address:",""
"app/templates/views/manage-users/confirm-edit-user-email.html:24 app/templates/views/manage-users/confirm-edit-user-mobile-number.html:24","We will send",""
"app/templates/views/manage-users/confirm-edit-user-email.html:24","an email to tell them about the change.",""
"app/templates/views/manage-users/confirm-edit-user-email.html:25 app/templates/views/manage-users/confirm-edit-user-mobile-number.html:25 app/templates/views/organisations/organisation/settings/edit-name/confirm.html:24 app/templates/views/service-settings/confirm.html:24 app/templates/views/templates/template.html:30 app/templates/views/user-profile/authenticate.html:25 app/templates/views/user-profile/deactivate-profile.html:25","Confirm",""
"app/templates/views/manage-users/confirm-edit-user-mobile-number.html:7 app/templates/views/manage-users/confirm-edit-user-mobile-number.html:11","Confirm change of mobile number",""
"app/templates/views/manage-users/confirm-edit-user-mobile-number.html:20","New mobile number:",""
"app/templates/views/manage-users/confirm-edit-user-mobile-number.html:24","a text message to tell them about the change.",""
"app/templates/views/manage-users/edit-user-email.html:8 app/templates/views/manage-users/edit-user-email.html:12","Change team member’s email address",""
"app/templates/views/manage-users/edit-user-email.html:18","This will change the email address for",""
"app/templates/views/manage-users/edit-user-mobile.html:8 app/templates/views/manage-users/edit-user-mobile.html:14","Change team member’s mobile number",""
"app/templates/views/manage-users/edit-user-mobile.html:18","This will change the mobile number for ",""
"app/templates/views/manage-users/permissions.html:6","Permissions",""
"app/templates/views/manage-users/permissions.html:9","All team members can see sent messages.",""
"app/templates/views/manage-users/permissions.html:20","Platform admin users can access all template folders.",""
"app/templates/views/newsletter/change_language.html:6","Manage newsletter subscription for ‘{}’",""
"app/templates/views/newsletter/subscribed.html:3","You’ve subscribed ‘{}’ to GC Notify’s newsletter",""
"app/templates/views/newsletter/subscribed.html:13","You’ll receive the next newsletter. In the meantime, you can request the most recent newsletter or change your subscription.",""
"app/templates/views/newsletter/subscribed.html:19","Send me the most recent newsletter",""
"app/templates/views/newsletter/unsubscribe.html:3","You’ve unsubscribed ‘{}’ from GC Notify’s newsletter",""
"app/templates/views/newsletter/unsubscribe.html:12","You can close this window.",""
"app/templates/views/newsletter/unsubscribe.html:16","Resubscribe",""
"app/templates/views/notifications/check.html:40 app/templates/views/notifications/check.html:59","This message exceeds your daily limit",""
"app/templates/views/notifications/check.html:45","You cannot send this text message today",""
"app/templates/views/notifications/check.html:47 app/templates/views/notifications/check.html:66","You can try sending this message after {} Eastern Time. Check {}.",""
"app/templates/views/notifications/check.html:64","You cannot send this email message today",""
"app/templates/views/notifications/check.html:104 app/templates/views/notifications/notification.html:113","Counted as 1 text message part.",""
"app/templates/views/notifications/check.html:106 app/templates/views/notifications/notification.html:115","Counted as {} text message parts.",""
"app/templates/views/notifications/check.html:126","Send text message",""
"app/templates/views/notifications/notification.html:9","Email sent",""
"app/templates/views/notifications/notification.html:11","Text message sent",""
"app/templates/views/notifications/notification.html:37","was sent",""
"app/templates/views/notifications/notification.html:41","an address",""
"app/templates/views/notifications/notification.html:41","an email address",""
"app/templates/views/notifications/notification.html:41","a phone number",""
"app/templates/views/notifications/notification.html:42","from",""
"app/templates/views/notifications/notification.html:45 app/templates/views/templates/_template_history.html:15","by",""
"app/templates/views/notifications/notification.html:47","on",""
"app/templates/views/notifications/notification.html:62","Technical failure – GC Notify will re-send once the team has fixed the problem",""
"app/templates/views/notifications/notification.html:123","Attachments",""
"app/templates/views/organisations/add-organisation.html:9 app/templates/views/organisations/add-organisation.html:25 app/templates/views/organisations/index.html:41","New organisation",""
"app/templates/views/organisations/add-organisation.html:16","Switch service",""
"app/templates/views/organisations/index.html:25 app/templates/views/platform-admin/services.html:56","archived",""
"app/templates/views/organisations/index.html:29","live service(s)",""
"app/templates/views/organisations/organisation/settings/edit-agreement.html:9 app/templates/views/organisations/organisation/settings/edit-agreement.html:14 app/templates/views/organisations/organisation/settings/index.html:51","GC Notify data sharing and financial agreement",""
"app/templates/views/organisations/organisation/settings/edit-agreement.html:23","Users will be told their organisation has already signed the agreement",""
"app/templates/views/organisations/organisation/settings/edit-agreement.html:24","Users will be prompted to sign the agreement before they can go live",""
"app/templates/views/organisations/organisation/settings/edit-agreement.html:25","Users won’t be prompted to sign the agreement",""
"app/templates/views/organisations/organisation/settings/edit-crown-status.html:9 app/templates/views/organisations/organisation/settings/edit-crown-status.html:14 app/templates/views/organisations/organisation/settings/index.html:36","Crown organisation",""
"app/templates/views/organisations/organisation/settings/edit-go-live-notes.html:8 app/templates/views/organisations/organisation/settings/edit-go-live-notes.html:12","Edit request to go live notes",""
"app/templates/views/organisations/organisation/settings/edit-go-live-notes.html:17","When you turn a service live please log which services have been turned live and why you approved the change.",""
"app/templates/views/organisations/organisation/settings/edit-type.html:9 app/templates/views/organisations/organisation/settings/edit-type.html:14","Organisation sector",""
"app/templates/views/organisations/organisation/settings/index.html:12","General",""
"app/templates/views/organisations/organisation/settings/index.html:27","Sector",""
"app/templates/views/organisations/organisation/settings/index.html:54","Signed",""
"app/templates/views/organisations/organisation/settings/index.html:55","Not signed",""
"app/templates/views/organisations/organisation/settings/index.html:56","Not signed (but we have some service-specific agreements in place)",""
"app/templates/views/organisations/organisation/settings/index.html:66","Request to go live notes",""
"app/templates/views/organisations/organisation/settings/index.html:75 app/templates/views/organisations/organisation/settings/set-email-branding.html:9 app/templates/views/organisations/organisation/settings/set-email-branding.html:15","Default email branding",""
"app/templates/views/organisations/organisation/settings/preview-email-branding.html:5 app/templates/views/organisations/organisation/settings/preview-email-branding.html:9","Preview email branding",""
"app/templates/views/organisations/organisation/settings/set-email-branding.html:27","Search branding styles by name",""
"app/templates/views/organisations/organisation/settings/edit-name/confirm.html:8 app/templates/views/organisations/organisation/settings/edit-name/confirm.html:12","Confirm organisation name change",""
"app/templates/views/organisations/organisation/settings/edit-name/confirm.html:23","Your organisation name will be changed from",""
"app/templates/views/organisations/organisation/settings/edit-name/index.html:8 app/templates/views/organisations/organisation/settings/edit-name/index.html:14","Change organisation name",""
"app/templates/views/organisations/organisation/users/invite-org-user.html:23","{} team members can:",""
"app/templates/views/organisations/organisation/users/invite-org-user.html:26","see usage for and team members for each service",""
"app/templates/views/organisations/organisation/users/invite-org-user.html:27","invite other team members",""
"app/templates/views/organisations/organisation/users/user/index.html:26","Remove user from organisation",""
"app/templates/views/platform-admin/api_keys_ranked.html:23","Total messages",""
"app/templates/views/platform-admin/api_keys_ranked.html:25","SMS",""
"app/templates/views/platform-admin/clear-cache.html:7 app/templates/views/platform-admin/clear-cache.html:13","Clear Cache",""
"app/templates/views/platform-admin/complaints.html:20","Complaints",""
"app/templates/views/platform-admin/complaints.html:22","No complaints",""
"app/templates/views/platform-admin/complaints.html:23","Notification Id",""
"app/templates/views/platform-admin/complaints.html:23","Complaint type",""
"app/templates/views/platform-admin/complaints.html:23","Complaint Date",""
"app/templates/views/platform-admin/index.html:21 app/templates/views/platform-admin/notifications_by_service.html:15 app/templates/views/platform-admin/send_method_stats_by_service.html:15 app/templates/views/platform-admin/services.html:103 app/templates/views/platform-admin/usage_for_all_services.html:15 app/templates/views/platform-admin/usage_for_all_services.html:16","Enter start date in format YYYY-MM-DD",""
"app/templates/views/platform-admin/index.html:22 app/templates/views/platform-admin/notifications_by_service.html:16 app/templates/views/platform-admin/send_method_stats_by_service.html:16 app/templates/views/platform-admin/services.html:104","Enter end date in format YYYY-MM-DD",""
"app/templates/views/platform-admin/index.html:23 app/templates/views/platform-admin/services.html:107","Filter",""
"app/templates/views/platform-admin/notifications_by_service.html:5 app/templates/views/platform-admin/notifications_by_service.html:11 app/templates/views/platform-admin/reports.html:30","Monthly notification statuses for live services",""
"app/templates/views/platform-admin/notifications_by_service.html:17 app/templates/views/platform-admin/send_method_stats_by_service.html:17 app/templates/views/platform-admin/usage_for_all_services.html:17","Download report",""
"app/templates/views/platform-admin/reports.html:14","Download live services csv report",""
"app/templates/views/platform-admin/reports.html:18","Download trial services csv report",""
"app/templates/views/platform-admin/reports.html:22 app/templates/views/platform-admin/send_method_stats_by_service.html:5 app/templates/views/platform-admin/send_method_stats_by_service.html:11","Sending method: services sending via API vs. User Interface",""
"app/templates/views/platform-admin/reports.html:26","Download performance platform report (.xlsx)",""
"app/templates/views/platform-admin/reports.html:33 app/templates/views/platform-admin/usage_for_all_services.html:5 app/templates/views/platform-admin/usage_for_all_services.html:11","Usage for all services",""
"app/templates/views/platform-admin/services.html:58","research mode",""
"app/templates/views/pricing/index.html:14","To use GC Notify, there’s:",""
"app/templates/views/pricing/index.html:16","no monthly charge",""
"app/templates/views/pricing/index.html:17","no setup fee",""
"app/templates/views/pricing/index.html:18","no procurement cost",""
"app/templates/views/pricing/index.html:23","then set up as many different services as you need to.",""
"app/templates/views/pricing/index.html:25","You can set up as many different services as you need to.",""
"app/templates/views/pricing/index.html:29","When you set up a new service it will start in trial mode",""
"app/templates/views/pricing/index.html:35","Each service you set up in GC Notify has a free annual allowance.",""
"app/templates/views/pricing/index.html:36","International SMS rates",""
"app/templates/views/pricing/index.html:38","Search by country name",""
"app/templates/views/pricing/index.html:48","Country code",""
"app/templates/views/pricing/index.html:49","Country",""
"app/templates/views/pricing/index.html:50","Rate multiplier",""
"app/templates/views/reports/reports-table.html:4","Report",""
"app/templates/views/reports/reports-table.html:7","You have not requested any delivery reports in the last week",""
"app/templates/views/reports/reports-table.html:8","For a downloadable report, visit the dashboard. Then review sent messages or failures. At the end of those pages, use the button to ask GC Notify to prepare a report. We’ll email you when the report is ready. We delete reports 72 hours after they’re ready.",""
"app/templates/views/reports/reports-table.html:11","Visit dashboard",""
"app/templates/views/reports/reports-table.html:36","Requested by",""
"app/templates/views/reports/reports-table.html:38","You",""
"app/templates/views/reports/reports-table.html:55","Preparing report",""
"app/templates/views/reports/reports-table.html:58","Download before",""
"app/templates/views/reports/reports-table.html:62","Failed. Try again",""
"app/templates/views/reports/reports-table.html:65","Deleted at",""
"app/templates/views/reports/reports.html:7 app/templates/views/reports/reports.html:12","Delivery reports",""
"app/templates/views/reports/reports.html:18","You’ll get an email when a report you requested is ready to download. Then you have 72 hours to download it.",""
"app/templates/views/service-settings/delete.html:39","Yes, delete ",""
"app/templates/views/service-settings/email_from.html:20","Users will see your sending email address in the ‘From’ field of the emails you send.",""
"app/templates/views/service-settings/email_reply_to.html:23","You have not added any reply-to email addresses yet",""
"app/templates/views/service-settings/email-reply-to/add.html:9 app/templates/views/service-settings/email-reply-to/add.html:15 app/templates/views/service-settings/email_reply_to.html:53","Add reply-to address",""
"app/templates/views/service-settings/email_reply_to.html:59","Add a reply-to address so recipients can reply to your email messages.",""
"app/templates/views/service-settings/email_reply_to.html:62","Emails with a reply-to address:",""
"app/templates/views/service-settings/email_reply_to.html:65","are less likely to be labelled as spam",""
"app/templates/views/service-settings/email_reply_to.html:66","appear more trustworthy",""
"app/templates/views/service-settings/link-service-to-organisation.html:9 app/templates/views/service-settings/link-service-to-organisation.html:15","Link service to organisation",""
"app/templates/views/service-settings/link-service-to-organisation.html:24","No organisations",""
"app/templates/views/service-settings/name.html:21","Users will see your service name:",""
"app/templates/views/service-settings/name.html:23","as your email sender name.",""
"app/templates/views/service-settings/name.html:24","at the start of every text message.",""
"app/templates/views/service-settings/name.html:27","Users will see your service name as your email sender name.",""
"app/templates/views/service-settings/request-to-go-live-no-admin.html:14","The request to go live is being reviewed.",""
"app/templates/views/service-settings/request-to-go-live-no-admin.html:16","Please contact your service manager.",""
"app/templates/views/service-settings/request-to-go-live.html:24","You must complete these steps before submitting the request:",""
"app/templates/views/service-settings/request-to-go-live.html:44","Your service is in trial mode. Trial mode limits your service to sending notifications to yourself and to your team members within GC Notify.",""
"app/templates/views/service-settings/request-to-go-live.html:47","Complete the following steps to go live and send notifications to more people.",""
"app/templates/views/service-settings/request-to-go-live.html:63","Ready to go live?",""
"app/templates/views/service-settings/request-to-go-live.html:66","Once you complete all the steps, you’ll be able to submit your request.",""
"app/templates/views/service-settings/request-to-go-live.html:73","Once you have completed all the steps, submit your request to the GC Notify team. We’ll be in touch within 2 business days.",""
"app/templates/views/service-settings/sending_domain.html:12","Sending page",""
"app/templates/views/service-settings/sending_domain.html:26","Default {}",""
"app/templates/views/service-settings/set-email-branding.html:9 app/templates/views/service-settings/set-email-branding.html:15","Set email branding",""
"app/templates/views/service-settings/set-email.html:20","You can send up to {} million emails per fiscal year for free.",""
"app/templates/views/service-settings/set-inbound-sms.html:20","Your service can receive text messages sent to {}.",""
"app/templates/views/service-settings/set-inbound-sms.html:23 app/templates/views/service-settings/set-inbound-sms.html:44","You can still send text messages from a sender name if you need to, but users will not be able to reply to those messages.",""
"app/templates/views/service-settings/set-inbound-sms.html:26","<a href='{}'>Contact us</a> if you want to switch this feature off.",""
"app/templates/views/service-settings/set-inbound-sms.html:30","You can set up callbacks for received text messages on the <a href='{}'>API integration page</a>.",""
"app/templates/views/service-settings/set-inbound-sms.html:35","<a href='{}'>Contact us</a> if you want to be able to receive text messages from your users.",""
"app/templates/views/service-settings/set-inbound-sms.html:38","We’ll create a unique phone number for your service that they can reply to.",""
"app/templates/views/service-settings/set-inbound-sms.html:41","Text messages you send will come from this phone number instead of your sender name (currently {}).",""
"app/templates/views/service-settings/set-inbound-sms.html:47","You can see and reply to the messages you receive when you sign in to GC Notify, or get them using the API.",""
"app/templates/views/service-settings/set-inbound-sms.html:50","It does not cost you anything to receive text messages. Users will pay their standard text message rate.",""
"app/templates/views/service-settings/set-international-sms.html:20","Charges may apply for messages sent to international phone numbers.",""
"app/templates/views/service-settings/set-sms.html:20","You can send up to",""
"app/templates/views/service-settings/set-sms.html:21","text messages per fiscal year.",""
"app/templates/views/service-settings/sms-senders.html:23","You have not added any text message senders yet",""
"app/templates/views/service-settings/sms-sender/add.html:9 app/templates/views/service-settings/sms-sender/add.html:15 app/templates/views/service-settings/sms-senders.html:50","Add text message sender",""
"app/templates/views/service-settings/sms-senders.html:55","The text message sender tells your users who the message is from.",""
"app/templates/views/service-settings/terms-of-use.html:7 app/templates/views/service-settings/terms-of-use.html:14","Accepting the terms of use",""
"app/templates/views/service-settings/terms-of-use.html:19","Before going live, review the GC Notify <a href='{}'>terms of use</a>.",""
"app/templates/views/service-settings/terms-of-use.html:23","What you need to know:",""
"app/templates/views/service-settings/terms-of-use.html:27","Get consent from people before sending them notifications.",""
"app/templates/views/service-settings/terms-of-use.html:28","Follow your organisation’s privacy and security requirements.",""
"app/templates/views/service-settings/terms-of-use.html:29","Send information that is either unclassified or Protected A only.",""
"app/templates/views/service-settings/terms-of-use.html:35 app/templates/views/service-settings/use-case.html:67","Skip and go back to list",""
"app/templates/views/service-settings/use-case.html:27","This information helps us understand how GC Notify is being used so we can better meet your needs.",""
"app/templates/views/service-settings/use-case.html:39","This information helps us set sending limits and budget accordingly.",""
"app/templates/views/service-settings/use-case.html:59 app/templates/views/service-settings/use-case.html:65","Save and continue",""
"app/templates/views/service-settings/use-case.html:61","Skip for now",""
"app/templates/views/service-settings/branding/branding-settings.html:15","Email logo",""
"app/templates/views/service-settings/branding/branding-settings.html:23","Change logo",""
"app/templates/views/service-settings/branding/manage-email-branding.html:16","Your logo is being reviewed",""
"app/templates/views/service-settings/branding/manage-email-branding.html:18","We’ll review and implement your new logo. Expect to hear from our support team about the change shortly and in no more than 2 business days.",""
"app/templates/views/service-settings/branding/manage-email-branding.html:27","Change your email branding",""
"app/templates/views/service-settings/branding/manage-email-branding.html:33","Consistent branding helps instill trust in the email messages you send.",""
"app/templates/views/service-settings/branding/manage-email-branding.html:35","Change the default language of email branding",""
"app/templates/views/service-settings/branding/manage-email-branding.html:36","GC Notify offers the Government of Canada signatures by default.",""
"app/templates/views/service-settings/branding/manage-email-branding.html:42","If you switch to one of the default GC logos you will have to re-upload your custom logo to return to it later.",""
"app/templates/views/service-settings/branding/manage-email-branding.html:53","Replace custom logo",""
"app/templates/views/service-settings/branding/manage-email-branding.html:55","Upload new custom logo",""
"app/templates/views/service-settings/branding/manage-email-branding.html:57","Make sure your logo is a PNG file and exactly 108 pixels tall to fit correctly in email messages.",""
"app/templates/views/service-settings/branding/manage-email-branding.html:61","We will review and implement your new logo.",""
"app/templates/views/service-settings/email-reply-to/_verify-updates.html:12","We’re checking that ",""
"app/templates/views/service-settings/email-reply-to/_verify-updates.html:14","is a real email address.",""
"app/templates/views/service-settings/email-reply-to/_verify-updates.html:18","This can take a minute",""
"app/templates/views/service-settings/email-reply-to/_verify-updates.html:25","is ready to use",""
"app/templates/views/service-settings/email-reply-to/_verify-updates.html:33","There’s a problem with your reply-to address",""
"app/templates/views/service-settings/email-reply-to/_verify-updates.html:37","We sent an email to ",""
"app/templates/views/service-settings/email-reply-to/_verify-updates.html:39","but it wasn’t delivered.",""
"app/templates/views/service-settings/email-reply-to/_verify-updates.html:43","You can try again, or use a different address.",""
"app/templates/views/service-settings/email-reply-to/add.html:23 app/templates/views/service-settings/email-reply-to/edit.html:15","This should be a shared inbox managed by your team, not your own email address.",""
"app/templates/views/service-settings/email-reply-to/edit.html:7","Change reply-to email address",""
"app/templates/views/service-settings/email-reply-to/edit.html:29","This is the default reply-to address for",""
"app/templates/views/service-settings/email-reply-to/verify.html:10 app/templates/views/service-settings/email-reply-to/verify.html:20","reply-to email address",""
"app/templates/views/service-settings/sms-sender/add.html:23 app/templates/views/service-settings/sms-sender/edit.html:33","Up to 11 characters, letters, numbers and spaces only",""
"app/templates/views/service-settings/sms-sender/edit.html:9","Change text message sender",""
"app/templates/views/service-settings/sms-sender/edit.html:27","This phone number receives replies and cannot be changed",""
"app/templates/views/service-settings/sms-sender/edit.html:38","This is the default text message sender.",""
"app/templates/views/storybook/more-menu.html:18","More menu items",""
"app/templates/views/templates/_move_to.html:26","Add new folder",""
"app/templates/views/templates/_template.html:7","This template was deleted",""
"app/templates/views/templates/_template.html:11","If you need to send this",""
"app/templates/views/templates/_template.html:13","or edit this template, contact your service manager.",""
"app/templates/views/templates/_template.html:23","Yes, add recipients",""
"app/templates/views/templates/_template.html:27 app/templates/views/templates/_template.html:29 app/templates/views/templates/_template.html:31 app/templates/views/templates/_template.html:34","No, send yourself this message",""
"app/templates/views/templates/_template.html:40","You cannot send messages from this service. Only team members can send messages.",""
"app/templates/views/templates/_template_history.html:5","Current version",""
"app/templates/views/templates/_template_history.html:5 app/templates/views/templates/_template_history.html:7",": ",""
"app/templates/views/templates/_template_history.html:7","Version {}",""
"app/templates/views/templates/_template_history.html:10","Edit made",""
"app/templates/views/templates/_template_history.html:12","Created",""
"app/templates/views/templates/_template_list.html:19 app/templates/views/templates/copy.html:18","This folder is empty",""
"app/templates/views/templates/_template_list.html:21","There are no",""
"app/templates/views/templates/_template_list.html:21","templates in this folder",""
"app/templates/views/templates/_template_list.html:26 app/templates/views/templates/copy.html:23","Templates and folders",""
"app/templates/views/templates/_template_list.html:29","Select templates and folders",""
"app/templates/views/templates/_template_list.html:44","Select the {name} {type}",""
"app/templates/views/templates/_template_list.html:65 app/templates/views/templates/copy.html:52","{} template",""
"app/templates/views/templates/_template_list.html:89","No matching templates",""
"app/templates/views/templates/_template_list.html:89","Change your filters or search for more templates",""
